#{"t_start": 1775060407.9626827, "env_id": "None"}
r,l,t
2625.119744,30000,277.043824
0.0,30000,610.858261
0.0,30000,978.455371
0.0,30000,1469.606858
0.0,30000,1925.627304
0.0,30000,2365.824178
