#{"t_start": 1775060408.9836805, "env_id": "None"}
r,l,t
8478.854103,30000,276.023827
10261.415256,30000,609.837264
18901.335128,30000,977.435376
21440.416538,30000,1468.588862
13865.19641,30000,1924.620311
19836.164744,30000,2364.809187
