#{"t_start": 1775060407.9166825, "env_id": "None"}
r,l,t
8088.902051,30000,277.089824
8299.600641,30000,610.904262
10257.136667,30000,978.516374
12888.452436,30000,1469.652859
14094.216923,30000,1925.676306
16114.594615,30000,2365.883178
