#{"t_start": 1775060407.9486852, "env_id": "None"}
r,l,t
6936.175128,30000,277.058822
3931.498333,30000,610.870258
0.0,30000,978.468372
0.0,30000,1469.620856
0.0,30000,1925.641302
0.0,30000,2365.838176
