#{"t_start": 1775060408.6256802, "env_id": "None"}
r,l,t
14978.413846,30000,276.380827
13981.165769,30000,610.196265
10999.742179,30000,977.793376
15648.215513,30000,1468.945861
12380.669744,30000,1924.964307
12625.236282,30000,2365.169182
